id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
d2b2f71243dad3801279697103afe1e7,krakow,apartmentBuilding,43.0,2.0,,,2022.0,50.069738,19.8948466,3.5,6.0,0.511,0.418,0.731,0.457,0.115,0.351,0.411,condominium,brick,premium,yes,no,yes,no,no,2990
ce66ccbdeb1eaa437b3a3fc0b685a0af,czestochowa,blockOfFlats,55.0,2.0,2.0,3.0,,50.8041,19.1292,0.93,4.0,0.278,1.486,0.772,0.749,0.822,1.296,0.416,condominium,brick,,no,yes,no,yes,yes,1500
63365b2f2d9c8786ad037ec935ab0b33,lodz,blockOfFlats,47.0,2.0,4.0,4.0,,51.8211,19.4419,4.49,12.0,0.336,0.423,0.165,0.19,0.058,3.388,0.125,condominium,,,no,yes,no,no,yes,1950
05691cd8075358dde86d42f5df32fd84,warszawa,blockOfFlats,36.7,2.0,10.0,10.0,2016.0,52.275537,20.963588,5.58,18.0,0.297,0.501,0.119,0.191,0.091,0.536,0.096,condominium,,,yes,yes,yes,no,no,3150
18cdc56843ac5bd5dfaeb3290bc6c50f,warszawa,apartmentBuilding,49.0,2.0,,15.0,2014.0,52.26008,20.97677,3.64,30.0,0.096,0.24,0.339,0.111,0.049,0.285,0.005,condominium,brick,,no,yes,yes,no,no,3300
3d352e24759d36106538d1e87f616a0f,poznan,blockOfFlats,37.0,2.0,4.0,4.0,2020.0,52.4454,16.8963,4.95,6.0,0.776,0.579,0.424,0.359,0.354,1.752,0.386,condominium,,,yes,yes,yes,yes,yes,2300
97804bd9f35e2ff54370fe306c27b3fb,gdynia,,84.0,4.0,,,,54.51972222,18.53916667,0.15,75.0,0.379,0.937,0.028,0.29,0.059,0.501,0.144,condominium,,,no,no,,no,no,2900
8b53241b2d4615c3cbc30eab22c5b87f,warszawa,blockOfFlats,44.0,2.0,8.0,15.0,1978.0,52.27370145,20.93007564,6.84,19.0,0.153,0.519,0.522,0.064,0.313,0.759,0.064,condominium,concreteSlab,premium,no,yes,yes,no,no,3500
07e16f55f934c07d889aa6128650e75b,wroclaw,blockOfFlats,62.0,3.0,2.0,7.0,2006.0,51.1119683,16.9526601,5.39,15.0,0.21,2.739,0.533,0.453,0.469,0.555,0.192,condominium,,,no,yes,yes,no,no,3400
dc8a54ca1c5bdaaaed85b1314bbb198e,krakow,,44.0,2.0,5.0,5.0,2022.0,50.0705105,19.95135479,1.93,21.0,0.345,0.515,0.488,0.664,0.179,0.994,0.307,condominium,,premium,no,yes,yes,no,no,4500
9038ebf68d0fa46bd53d3f9e1c3fd73b,warszawa,,45.0,2.0,2.0,5.0,,52.21975,21.02222,1.84,50.0,0.045,0.304,0.266,0.073,0.095,0.753,0.253,condominium,,,no,yes,no,no,no,6000
ad8bf2c7aed7955f27d15185aaae26cd,warszawa,blockOfFlats,38.0,2.0,9.0,10.0,1970.0,52.2248,21.0386,2.51,23.0,0.096,1.384,0.716,0.317,0.237,1.048,0.136,condominium,concreteSlab,premium,no,no,yes,no,no,2496
d1afe649fa37ef75e7252400789d4f9b,katowice,,68.0,3.0,,4.0,2021.0,50.23966,19.01192,2.26,4.0,1.225,0.147,1.281,0.336,0.603,1.256,0.446,condominium,,,no,no,no,no,no,3500
c58745bf8504ea17a16f4f9f7f197cee,warszawa,,74.0,3.0,1.0,7.0,,52.24342,20.96258,3.08,20.0,0.193,0.567,0.545,0.069,0.041,1.335,0.04,condominium,,,no,no,yes,no,no,4900
59bca113ba15b25100561478e8c47909,warszawa,apartmentBuilding,72.0,3.0,7.0,12.0,2018.0,52.23225,20.9785,1.71,35.0,0.247,0.407,0.812,0.148,0.1,1.524,0.096,condominium,brick,,yes,yes,yes,no,no,6900
d92e5a84370b0f4f65ac3fea60dd09e1,krakow,blockOfFlats,50.0,2.0,1.0,2.0,2008.0,50.1012457,19.9099308,5.5,2.0,0.69,1.624,1.625,0.575,1.217,2.428,0.374,condominium,,premium,yes,yes,no,no,no,2000
49fb9b6d8ae69694dd69eac51a5314eb,warszawa,blockOfFlats,47.0,3.0,8.0,10.0,1975.0,52.2010249,21.0273894,3.78,27.0,0.384,0.158,0.151,0.296,0.109,1.119,0.231,condominium,concreteSlab,,no,yes,yes,no,yes,3800
c8d5e784b77cfdd55e75ba9c693765a2,poznan,blockOfFlats,44.9,2.0,2.0,6.0,2012.0,52.46247,16.92753,6.09,1.0,0.746,1.01,0.622,0.817,0.408,4.568,0.504,condominium,,,no,yes,yes,yes,no,2700
71c0d3f5a5b753725fe798411e19c634,warszawa,blockOfFlats,35.0,2.0,5.0,6.0,2023.0,52.2,20.9444,5.36,2.0,0.874,0.869,0.781,0.558,0.485,2.243,0.459,condominium,,premium,yes,yes,yes,yes,no,3300
b057b53879eb9b295e0cafc6a409f72d,warszawa,,51.5,2.0,5.0,7.0,,52.22896,21.07988,5.21,25.0,0.06,0.824,0.079,0.075,0.093,0.802,0.137,condominium,,,no,yes,no,no,no,4000
8b78fcb490acfa43e4ac6af5d2f3ba01,warszawa,apartmentBuilding,120.0,4.0,10.0,11.0,2006.0,52.1902,20.9885,4.73,17.0,0.53,0.607,0.249,0.164,0.135,1.037,0.232,condominium,brick,,yes,yes,yes,no,no,7100
843cee58da1f46690d41980927fd1eb2,krakow,blockOfFlats,35.0,2.0,,5.0,2023.0,50.1021,19.9578,5.38,5.0,0.417,1.076,0.524,0.109,0.29,2.865,0.496,condominium,,,yes,no,yes,no,no,2900
9d6ffdbd29776f22a41a970b9a81a674,gdansk,blockOfFlats,42.0,2.0,1.0,4.0,2022.0,54.33019,18.56041,6.46,9.0,0.628,2.065,0.356,0.174,0.337,2.623,0.226,condominium,,,no,yes,yes,no,yes,2900
973dfc3dfe1124e9e164b4b579c2576d,krakow,blockOfFlats,56.0,2.0,3.0,4.0,2003.0,50.1003,19.9675,5.42,6.0,0.303,1.164,0.559,0.282,0.381,2.648,0.136,condominium,brick,,yes,yes,no,no,no,2500
1052278108777c37f5a825babf54ce5c,poznan,apartmentBuilding,50.0,2.0,2.0,4.0,2022.0,52.3921,16.9671,2.77,4.0,0.371,0.764,0.512,0.218,0.546,2.292,0.543,condominium,brick,,yes,yes,yes,no,no,1899
efcc19ec0c930cf451d12c0ba9ed1f36,katowice,blockOfFlats,43.0,2.0,1.0,10.0,1980.0,50.24828855,19.03095362,1.47,14.0,0.358,0.364,0.113,0.2,0.062,0.963,0.081,condominium,,,yes,yes,yes,no,yes,1800
bc83b0949f95dda56b6d479ea842aeb2,krakow,apartmentBuilding,87.0,4.0,2.0,4.0,2021.0,50.05041546,19.92602348,1.04,21.0,0.117,0.595,0.118,0.147,0.055,0.915,0.105,condominium,brick,premium,yes,yes,yes,no,no,6500
3fe25a157120ba64779e649d2cf7168f,wroclaw,blockOfFlats,50.0,2.0,8.0,8.0,2021.0,51.1311252,16.9897816,3.6,4.0,0.365,0.405,0.514,0.08,0.17,0.603,0.563,condominium,brick,premium,yes,yes,yes,no,no,3600
e691cea2f2c023f7f4e3176509e97e68,gdansk,apartmentBuilding,52.0,2.0,3.0,3.0,,54.4268444,18.5963633,9.4,3.0,0.814,0.988,1.188,0.664,0.083,1.95,0.999,condominium,brick,premium,yes,yes,yes,no,no,5000
94ef28dbf7f42f0ceb6483bc8b64b7c6,wroclaw,apartmentBuilding,54.0,2.0,3.0,6.0,,51.101,16.9989,2.41,4.0,0.548,1.417,0.665,0.162,0.69,1.151,0.516,condominium,brick,,yes,yes,yes,no,no,2700
f1a1ddc3d78da2c5986a74528b477305,warszawa,apartmentBuilding,100.0,4.0,8.0,9.0,2019.0,52.26534,20.94426,5.5,7.0,0.607,1.228,0.603,0.106,0.124,1.057,0.338,condominium,brick,,no,no,no,yes,no,8500
e98c2275ff26ea9f84b4f0cf5cc9e636,lodz,blockOfFlats,38.0,2.0,3.0,4.0,1965.0,51.7864,19.4446,0.89,17.0,0.238,0.702,0.303,0.08,0.154,0.147,0.122,condominium,brick,,no,yes,no,no,no,1200
a90daf771eb360100ee3dfce2d95a78b,rzeszow,,38.0,2.0,7.0,7.0,2022.0,50.016849,22.0087855,2.31,11.0,0.381,1.491,0.552,0.186,0.148,0.939,0.133,condominium,,premium,yes,yes,yes,no,no,2690
ace54129de4ed5fe5f6b4006148e36a5,warszawa,tenement,64.0,3.0,2.0,3.0,1926.0,52.23214,21.0267,1.58,43.0,0.312,0.281,0.295,0.438,0.22,0.222,0.492,condominium,brick,premium,no,yes,no,no,yes,5000
b7435771844485296667a5368abe423d,warszawa,tenement,43.0,2.0,1.0,3.0,1950.0,52.24116,20.99996,1.08,53.0,0.12,0.263,0.335,0.132,0.236,0.38,0.294,condominium,brick,,no,no,no,no,no,3000
0abce1d36eba17de7838d23c44e34266,warszawa,apartmentBuilding,36.0,2.0,4.0,6.0,2019.0,52.23557629,20.98698199,1.21,78.0,0.144,0.445,0.54,0.281,0.029,0.865,0.11,condominium,brick,,no,no,yes,no,no,5500
2d97055498a704a4deeb1caea0afcf33,czestochowa,blockOfFlats,86.0,3.0,3.0,5.0,,50.823,19.0906,2.96,3.0,0.788,2.074,0.488,0.384,0.548,1.712,0.602,condominium,,,no,yes,yes,no,no,3500
dee7af1d980ff5c9a0bd4a0b8c48ef08,wroclaw,,42.0,2.0,1.0,8.0,2021.0,51.103,17.0511,1.72,26.0,0.298,0.586,0.756,0.137,0.213,0.28,0.184,condominium,brick,,yes,no,yes,yes,no,3000
e2bdc1d68bf237194144388c579efb36,warszawa,apartmentBuilding,93.0,3.0,8.0,15.0,2000.0,52.18193,21.0264,5.75,20.0,0.246,0.071,0.408,0.47,0.197,1.944,0.076,condominium,brick,,yes,yes,yes,no,no,5500
2c7a553a8918bf86405953afa1db0946,warszawa,apartmentBuilding,44.57,2.0,1.0,4.0,2022.0,52.2053664,21.0425538,3.95,21.0,0.133,0.417,0.577,0.18,0.341,1.868,0.217,condominium,brick,,yes,yes,yes,no,no,4500
7490cf9bc9ed13123f173b8d3c1c8bf8,katowice,,27.0,2.0,,,,50.25958115,19.01661412,0.22,72.0,0.128,0.041,0.04,0.447,0.031,0.116,0.057,condominium,,,yes,no,,no,no,2300
1dac9b0ee75dd7cd94ed26b52ea20ea9,warszawa,,90.8,3.0,8.0,9.0,2009.0,52.16924,21.01919,7.03,4.0,0.748,0.915,0.561,0.391,0.304,2.774,0.547,condominium,,,no,yes,no,no,no,8800
9935a53b673a4055a3875aa293dc024a,gdynia,,32.0,1.0,,1.0,1947.0,54.48382,18.5322,4.16,11.0,0.319,1.23,0.425,0.323,0.294,2.638,0.349,condominium,brick,,no,no,no,no,no,1800
a3a8c34bbaa3d178d04e787d723175f4,gdynia,,35.0,2.0,3.0,3.0,1950.0,54.5021439,18.5429357,2.11,14.0,0.197,0.422,0.354,0.297,0.36,1.001,0.157,condominium,,,no,no,no,no,no,2500
f9ec4d5b29e430d40e11d6451c130e8e,warszawa,apartmentBuilding,73.23,3.0,8.0,12.0,2019.0,52.23417,20.98585,1.24,70.0,0.262,0.28,0.465,0.229,0.058,1.037,0.145,condominium,brick,,yes,yes,yes,yes,no,13000
bea6bd99a82b0b563aafb5c26edf9d0b,warszawa,,110.0,5.0,7.0,13.0,,52.19111,20.98826,4.63,16.0,0.534,0.528,0.269,0.096,0.098,1.036,0.24,condominium,,,no,yes,no,no,no,8500
d8318b58ac1622a04bc8cfe5d8be415e,gdansk,blockOfFlats,41.0,2.0,14.0,17.0,2022.0,54.39621,18.64467,5.25,12.0,0.267,0.145,1.449,0.087,0.108,2.522,0.124,condominium,,,no,yes,yes,no,no,3200
0c6d77f85a0c67033fd029932dcf15fb,poznan,,45.0,2.0,3.0,4.0,2000.0,52.46236841,16.92245676,6.12,4.0,0.666,0.808,0.537,0.749,0.107,4.331,0.188,condominium,,,no,yes,no,no,no,2100
f39986ac1ff02b45f4a672f2fb0df0b4,krakow,,51.21,2.0,6.0,6.0,,50.0710632,19.9038827,3.03,19.0,0.135,0.265,0.12,0.251,0.107,0.681,0.263,condominium,,premium,no,yes,no,no,no,4800
e31252418897537e538ad0d97454eda5,warszawa,apartmentBuilding,110.0,5.0,,,2018.0,52.2015617,21.0111955,3.39,31.0,0.309,0.329,0.26,0.233,0.227,0.767,0.046,condominium,brick,,yes,no,yes,no,no,12000
ff497d79cf6e83424e59a5c2fda5a6e7,krakow,,35.0,2.0,,2.0,2022.0,50.01396,19.99962,6.34,11.0,0.313,0.217,0.147,0.287,0.664,2.629,0.189,condominium,,,yes,no,no,no,yes,2390
ccfe44656161bc22e50ebebd1fe7d254,katowice,tenement,28.0,1.0,,2.0,,50.2677983,18.9806335,2.93,3.0,0.456,0.792,0.854,0.364,0.818,2.152,0.48,condominium,brick,,no,no,no,no,no,1550
98dab5cd0138232ed392bc20ad1c84e6,szczecin,,53.0,2.0,,2.0,,53.4301818,14.5509623,1.0,79.0,0.287,0.322,0.396,0.127,0.055,0.502,0.18,condominium,,,no,no,no,no,no,2200
a8acfd70b57ab2fba3471f7647315e40,katowice,apartmentBuilding,55.0,3.0,2.0,3.0,2022.0,50.241715,19.013214,2.01,2.0,1.076,0.393,1.255,0.555,0.813,1.01,0.234,condominium,brick,,yes,yes,yes,no,no,3000
abc43796ea9b59401a2166dc222af133,warszawa,apartmentBuilding,100.0,5.0,23.0,23.0,2017.0,52.231172,21.0038329,0.06,59.0,0.187,0.219,0.271,0.31,0.082,0.43,0.119,condominium,brick,premium,yes,no,yes,no,no,18000
0058b72995dda61ae18042a520f7fb60,warszawa,tenement,50.0,2.0,1.0,2.0,1948.0,52.26883,20.97906,4.45,40.0,0.292,0.257,0.238,0.154,0.033,0.731,0.194,condominium,brick,premium,yes,no,no,no,no,3900
e22894515a167ae25fb337c02dcc629e,warszawa,,127.0,5.0,3.0,12.0,1998.0,52.222906,20.9821169,1.76,30.0,0.142,0.235,0.263,0.482,0.085,1.248,0.204,condominium,,,no,yes,yes,no,no,9000
e1dd4c5629692b4e68781769deaed5e6,warszawa,,60.0,2.0,,1.0,,52.2792164,21.0550929,6.34,17.0,0.213,0.492,1.007,0.325,0.058,0.589,0.033,condominium,,,no,no,no,no,no,3600
16eb9339480376d7023b678fbbe3bf50,bydgoszcz,,26.0,1.0,1.0,3.0,,53.1341247,18.0081605,1.43,20.0,0.317,0.273,0.127,0.074,0.213,0.271,0.203,condominium,,,no,no,no,no,no,1300
95250e6169e959b292b36edbdabbf306,warszawa,apartmentBuilding,87.0,3.0,3.0,8.0,2008.0,52.2307675,20.9742961,2.0,33.0,0.132,0.41,0.636,0.039,0.016,1.845,0.235,condominium,brick,premium,yes,yes,yes,no,no,6600
87b643fc40c49b3965916c490dbbba4e,katowice,apartmentBuilding,44.0,2.0,4.0,6.0,2021.0,50.26322913,19.02132511,0.45,48.0,0.153,0.147,0.495,0.104,0.187,0.17,0.256,condominium,brick,,yes,yes,yes,no,no,2100
baf734d3603083923af9760f6804b750,warszawa,apartmentBuilding,43.0,2.0,4.0,6.0,2020.0,52.2242408,20.93977325,4.42,37.0,0.351,0.134,0.083,0.067,0.055,0.407,0.256,condominium,brick,,yes,yes,yes,no,no,3250
451b1a3cb1a74a4c2c68980491697a6c,wroclaw,apartmentBuilding,80.0,4.0,1.0,4.0,2021.0,51.0770662,16.9888168,4.71,7.0,0.298,1.392,1.104,0.292,0.554,1.781,0.537,condominium,brick,,yes,yes,yes,no,no,5200
b278705fc2fad0aaf7c08f41074bd94f,gdansk,apartmentBuilding,50.0,2.0,5.0,5.0,,54.416667,18.583333,8.79,17.0,0.286,0.491,0.269,0.411,0.163,0.749,0.344,condominium,brick,premium,no,yes,yes,no,no,3500
1916a00057823432e8da31480967d60f,warszawa,,58.0,2.0,4.0,9.0,,52.21526,20.96176,3.38,13.0,0.319,0.666,0.412,0.032,0.159,0.343,0.549,condominium,,,no,no,no,no,no,6300
6f254c8cf48f6efdde0a0b532787d33f,warszawa,blockOfFlats,56.5,3.0,8.0,11.0,1976.0,52.2389927,20.9888512,1.29,73.0,0.146,0.49,0.14,0.25,0.084,0.497,,condominium,concreteSlab,,no,no,yes,no,no,3700
f44ed2223801f2f7fea2e862fbce098f,warszawa,,69.0,3.0,1.0,5.0,2006.0,52.28229,21.04668,6.34,10.0,0.281,0.46,0.7,0.522,0.286,1.224,0.418,condominium,,,no,yes,no,no,no,4750
6648e1293d55a1cb97eac426f5712b0d,krakow,tenement,50.0,2.0,1.0,1.0,,50.0729257,19.9228479,2.25,29.0,0.059,0.416,0.272,0.115,0.094,0.49,0.321,condominium,brick,,no,yes,no,no,no,3600
d482a3a75b8e2cbdafebc2161fb3f29c,gdynia,,49.0,2.0,4.0,4.0,1998.0,54.5013275,18.5147885,2.71,5.0,0.363,1.348,1.065,0.282,0.601,1.226,0.16,condominium,,,no,no,,no,no,2100
061c9d4d7efc63f98a3c7137c1b4aa00,krakow,blockOfFlats,43.0,2.0,3.0,4.0,1972.0,50.08729834,19.93116312,3.6,23.0,0.204,0.377,0.412,0.384,0.25,0.425,0.181,condominium,concreteSlab,,no,yes,no,no,yes,2300
bbe27ab8f063a343f7763652f6f1bb15,warszawa,tenement,90.0,3.0,1.0,5.0,1938.0,52.2165156,21.0196348,2.01,47.0,0.152,0.105,0.144,0.226,0.021,0.741,0.036,condominium,brick,premium,no,yes,yes,no,no,7600
ac3fb59b932f8fb916bbd785423910c6,poznan,blockOfFlats,63.0,4.0,5.0,11.0,,52.3876,16.8613,5.52,10.0,0.247,0.654,0.479,0.148,0.305,0.992,0.054,condominium,concreteSlab,,yes,yes,no,no,no,2400
cb39b3986a53d1b25f81947f3d8eaa3f,gdansk,tenement,32.0,2.0,1.0,4.0,,54.35115,18.65367,0.2,149.0,0.214,0.611,0.029,0.159,0.062,0.515,0.119,condominium,brick,,no,no,no,no,no,2800
0e2dee7d83050ac5b899db1b83f3771a,poznan,apartmentBuilding,28.0,1.0,1.0,15.0,2022.0,52.36893,16.99127,5.75,1.0,1.283,2.262,1.397,1.016,0.377,3.893,0.712,condominium,brick,premium,no,no,yes,no,no,1999
d2f1850819184c0c277f3f350b84aa9d,wroclaw,blockOfFlats,52.07,2.0,2.0,4.0,2010.0,51.1255084,17.0559331,2.46,16.0,0.278,0.348,0.4,0.149,0.284,1.353,0.195,condominium,,,yes,yes,yes,no,no,3600
d9e8873ca2d5ae5275fc4ffe1d846d41,warszawa,blockOfFlats,53.84,2.0,2.0,6.0,2004.0,52.2052,21.047,4.18,18.0,0.265,0.384,0.46,0.469,0.342,2.17,0.094,condominium,,,yes,yes,yes,yes,no,3000
6f63c9b80b2b186fdb0e2963690a5ce5,warszawa,blockOfFlats,43.26,2.0,6.0,8.0,2017.0,52.16415,20.9953,7.53,11.0,0.839,0.176,0.658,0.261,0.143,3.169,0.203,condominium,,,no,no,yes,no,no,3300
af13936d6c0f416699da83bb4282087a,wroclaw,apartmentBuilding,46.0,2.0,4.0,6.0,2013.0,51.0874463,17.0544641,3.11,7.0,0.169,1.653,0.597,0.205,0.084,0.892,0.487,condominium,brick,premium,yes,no,yes,no,no,2450
0bae772fcf2cc50914873a88023a72cb,wroclaw,blockOfFlats,71.0,4.0,3.0,4.0,,51.1075283,17.1240196,6.59,4.0,1.095,3.835,1.674,0.183,0.08,3.488,0.444,condominium,,,yes,yes,yes,no,no,5900
ef3ac3c7c4a855ef56f2473b1fb11186,warszawa,blockOfFlats,95.0,4.0,2.0,3.0,1992.0,52.19446,21.05049,5.23,2.0,0.67,0.605,0.39,0.379,0.589,2.819,0.604,condominium,,,no,yes,no,no,no,5000
536ff437af90353b69161a303cd886c1,krakow,blockOfFlats,42.0,2.0,3.0,3.0,2022.0,50.093574,19.960318,4.53,9.0,0.639,0.287,0.22,0.407,0.235,2.438,0.469,condominium,,,no,yes,yes,no,no,2900
917307d0e01c8c14579d170c3b8a5bea,krakow,,70.0,3.0,,1.0,1920.0,50.06737,19.86154,5.65,1.0,0.443,2.244,1.178,1.902,0.733,2.45,1.342,condominium,brick,,no,no,no,yes,no,2900
31deebd20942cdab9bd0e763f83bd5fc,warszawa,,56.0,3.0,3.0,4.0,,52.2704,20.93871,6.16,12.0,0.221,0.576,0.449,0.105,0.397,0.771,0.029,condominium,,,no,yes,no,no,no,4000
a1f549d703b13d298786cd47da36d319,gdynia,,42.0,2.0,,1.0,1950.0,54.53039,18.48505,3.66,4.0,0.195,0.943,0.668,0.237,0.442,0.72,0.408,condominium,,,no,no,no,no,no,2100
b59e6dacb9328c3abe365ba69ea591ff,krakow,blockOfFlats,42.0,2.0,1.0,3.0,1998.0,50.01051,19.96488,5.33,14.0,0.507,0.541,0.165,0.046,0.035,0.671,0.212,condominium,brick,,no,yes,no,no,no,2200
f93cb52adbdc6d295f323a82d6076dca,warszawa,apartmentBuilding,49.0,2.0,1.0,4.0,2009.0,52.20082,21.00561,3.44,26.0,0.382,0.349,0.442,0.17,0.091,0.661,0.172,condominium,brick,,yes,yes,yes,no,no,4900
3512a9e87382eb2ab6c92140283ec715,warszawa,apartmentBuilding,39.0,2.0,1.0,28.0,,52.22602,20.95643,3.27,12.0,0.213,0.235,0.568,0.072,0.047,0.738,0.045,condominium,brick,,yes,no,yes,no,no,5000
37cbeadab200c7e2aa55a972df8a633f,warszawa,blockOfFlats,127.0,4.0,14.0,14.0,2010.0,52.2803,20.985,5.55,2.0,0.506,1.051,0.591,0.489,0.233,1.313,0.65,condominium,brick,premium,no,yes,yes,no,no,9500
44a583130d53df0c883cea52a49cba96,warszawa,apartmentBuilding,86.0,4.0,1.0,4.0,2006.0,52.224277,21.076369,5.03,9.0,0.587,1.264,0.591,0.32,0.395,0.781,0.456,condominium,brick,,yes,yes,yes,no,no,6000
9d8e6a21dd7b1ebb42b6f5be044e2c7d,katowice,,58.5,3.0,,3.0,,50.2622,19.0118,0.64,42.0,0.111,0.113,0.397,0.105,0.099,0.091,0.324,condominium,,,no,no,no,no,no,2106
48c5729637c99c403101d68ba4dd7689,warszawa,apartmentBuilding,86.0,3.0,4.0,7.0,2016.0,52.253839,20.9897719,2.63,64.0,0.123,0.167,0.189,0.008,0.1,0.112,0.189,condominium,brick,premium,no,no,yes,no,no,7500
b6af34c5f15194576369029b18e5212a,warszawa,,43.0,2.0,3.0,6.0,2021.0,52.19455,20.98346,4.35,15.0,0.355,0.036,0.36,0.285,0.274,1.38,0.282,condominium,,,no,no,yes,no,no,3900
edd20016c86189d31bfee48e0a895949,wroclaw,,95.0,3.0,3.0,4.0,2001.0,51.1213363,17.0322687,1.2,36.0,0.131,0.083,0.346,0.124,0.112,0.491,0.082,condominium,brick,premium,no,no,yes,no,no,4500
3e44c0dca13e4b1e0181d4e1cfce530f,warszawa,blockOfFlats,35.0,2.0,1.0,1.0,,52.2351045,20.94528924,3.99,22.0,0.145,0.262,0.41,0.099,0.277,0.989,0.274,condominium,,,no,no,,no,no,2500
b1b55a02a434080760395dc54504c8d5,krakow,blockOfFlats,42.0,2.0,1.0,4.0,2022.0,50.0659854,19.9888097,3.79,7.0,0.812,0.432,0.813,0.431,0.318,1.928,0.673,condominium,,premium,yes,yes,yes,no,no,3000
c6cdbe0914319551e29acfa8c41152bf,warszawa,,75.0,3.0,2.0,2.0,1937.0,52.20666,21.03758,3.62,20.0,0.257,0.491,0.547,0.179,0.053,1.514,0.132,condominium,,,no,yes,no,no,no,5900
737937919bb1642c9902f2140852f1b3,warszawa,blockOfFlats,39.0,2.0,5.0,6.0,2002.0,52.24352,21.08857,5.94,33.0,0.28,0.511,0.346,0.165,0.104,0.546,0.152,condominium,,,no,yes,yes,no,no,3000
eff2b4a3277152f084d40bfb76defe98,katowice,,56.0,3.0,2.0,2.0,,50.26322913,19.02132511,0.45,48.0,0.153,0.147,0.495,0.104,0.187,0.17,0.256,condominium,,,no,yes,no,no,no,2520
37a03fd928e43df9aebc022b069db54a,warszawa,blockOfFlats,101.0,4.0,1.0,2.0,2005.0,52.1680244,21.10844473,10.06,7.0,1.406,3.697,0.323,0.613,0.084,4.069,0.27,condominium,brick,premium,yes,no,no,no,no,7900
